patch_number,civ,n_matches,win_rate
147949,japanese,75017,0.5127104522974792
147949,jurchens,10958,0.4818397517795218
147949,khitans,17550,0.531054131054131
147949,khmer,85183,0.4897456065177324
147949,koreans,44638,0.4876562570007617
147949,lithuanians,76417,0.4972715495243205
147949,magyars,99311,0.4992599007159328
147949,malay,46320,0.5221934369602763
147949,malians,46933,0.5153942854707775
147949,mayans,57644,0.4860523211435709
147949,mongols,180954,0.5079246659371995
147949,persians,106703,0.5130127550303178
147949,poles,55326,0.4872031233054983
147949,portuguese,62418,0.48320997148258515
147949,romans,47135,0.538389731621937
147949,saracens,51999,0.4833362180041924
147949,shu,25392,0.536507561436673
147949,sicilians,50987,0.5042069547139467
147949,slavs,39585,0.49112037387899454
147949,spanish,94525,0.5071991536630521
147949,tatars,36146,0.47731422564045817
147949,teutons,83965,0.5086047757994402
147949,turks,66126,0.502843057193842
147949,vietnamese,72226,0.4830670395702379
147949,vikings,50754,0.5244906805374946
147949,wei,27995,0.49273084479371315
147949,wu,27301,0.5407127944031355
153015,armenians,26032,0.5113706207744315
153015,aztecs,22667,0.48162527021661444
153015,bengalis,13597,0.491579024784879
153015,berbers,22797,0.4939685046278019
153015,bohemians,29982,0.4967647255019679
153015,britons,46285,0.47419250297072485
153015,bulgarians,27714,0.5222270332683842
153015,burgundians,29879,0.4835503196224773
153015,burmese,14361,0.4826265580391338
153015,byzantines,38278,0.47468519776372853
153015,celts,25298,0.5067198988062297
153015,chinese,32226,0.4855085955439707
153015,cumans,29406,0.4964633068081344
153015,dravidians,13917,0.4884673420995904
153015,ethiopians,35797,0.49495767801771096
153015,franks,70644,0.5023781212841855
153015,georgians,14414,0.47211044817538506
153015,goths,30381,0.5002468648168263
153015,gurjaras,16377,0.4569212920559321
153015,hindustanis,29830,0.5169963124371438
153015,huns,43303,0.5196637646352447
153015,incas,18267,0.49531942847758254
153015,italians,26701,0.510692483427587
153015,japanese,37841,0.5203879390079543
153015,khmer,51429,0.49732641116879583
153015,koreans,20021,0.48429149393137205
153015,lithuanians,36809,0.5014534488847836
153015,magyars,46550,0.500343716433942
153015,malay,22322,0.5155900008959771
153015,malians,22043,0.5225241573288573
153015,mayans,27070,0.4796084226080532
153015,mongols,88056,0.512866812028709
153015,persians,55019,0.5131318271869718
153015,poles,27460,0.49555717407137656
153015,portuguese,29991,0.48034410323096927
153015,romans,22576,0.5384036144578314
153015,saracens,23697,0.4812423513524919
153015,shu,14368,0.5167037861915368
153015,sicilians,26021,0.5137389031935744
153015,slavs,18672,0.49202013710368464
153015,spanish,50292,0.505149924441263
153015,tatars,18648,0.47442084942084944
153015,teutons,38646,0.49182321585675104
153015,turks,34488,0.511134307585247
153015,vietnamese,38300,0.4829242819843342
153015,vikings,24017,0.5164675021859516
153015,wei,18893,0.509395014026359
153015,wu,11858,0.5344071512902682
162286,armenians,38323,0.5168697648931451
162286,aztecs,29848,0.48716831948539263
162286,bengalis,18966,0.4959928292734367
162286,berbers,26347,0.4910236459558963
162286,bohemians,38121,0.49500275438734553
162286,britons,60684,0.47472150814053127
162286,bulgarians,42500,0.5329411764705883
162286,burgundians,42600,0.48934272300469484
162286,burmese,18810,0.4774587985114301
162286,byzantines,50207,0.4742366602266616
162286,celts,33699,0.5001632095907891
162286,chinese,39595,0.48746053794671046
162286,cumans,39225,0.49037603569152327
162286,dravidians,16670,0.4832633473305339
162286,ethiopians,48843,0.5022828245603259
162286,franks,97677,0.5037009736171258
162286,georgians,19157,0.47105496685284753
162286,goths,42106,0.5008549850377618
162286,gurjaras,19576,0.46756232120964447
162286,hindustanis,36529,0.5167948753045526
162286,huns,48871,0.5032841562480816
162286,incas,26329,0.5080329674503399
162286,italians,32080,0.4981920199501247
162286,japanese,49447,0.5174429186806075
162286,khmer,60145,0.48933410923601295
162286,koreans,36523,0.49023902746214715
162286,lithuanians,44298,0.4921666892410493
162286,magyars,64949,0.5038568723152012
162286,malay,28044,0.5189345314505777
162286,malians,31249,0.5159525104803354
162286,mayans,35105,0.4931491240564022
162286,mongols,116998,0.5095984546744389
162286,persians,76688,0.5099624452326309
162286,poles,34947,0.49314676510143934
162286,portuguese,44005,0.4877854789228497
162286,romans,34514,0.5421278321840413
162286,saracens,29677,0.4796306904336692
162286,shu,13966,0.494128598023772
162286,sicilians,35056,0.520367412140575
162286,slavs,25434,0.4882440827239129
162286,spanish,64264,0.5104879870534047
162286,tatars,24865,0.48522018902071185
162286,teutons,52561,0.49563364471756627
162286,turks,44787,0.5127827271306405
162286,vietnamese,60055,0.480193156273416
162286,vikings,32048,0.5195019970044933
162286,wei,25778,0.5101637054852975
162286,wu,13200,0.5188636363636364
