period,ts_start,ts_end,n_total,n_clean,mean_dur_raw,median_dur_raw,p05_raw,p95_raw,iqr_raw,mean_dur_clean,median_dur_clean,p95_clean,std_dur_clean,n_suspicious,n_negative,n_zero,suspicious_rate,negative_rate,cohen_d_clean
2024-Q3,2024-07-01,2024-10-01,4031764,4031764,1396.5,1414.0,72.0,2534.0,842.0,1396.5,1414.0,2534.0,739.0,0,0,0,0.0,0.0,-0.08792
