period,ts_start,ts_end,n_total,n_clean,mean_dur_raw,median_dur_raw,p05_raw,p95_raw,iqr_raw,mean_dur_clean,median_dur_clean,p95_clean,std_dur_clean,n_suspicious,n_negative,n_zero,suspicious_rate,negative_rate,cohen_d_clean
2024-Q2,2024-04-01,2024-07-01,4119216,4119216,1400.5,1419.0,90.0,2522.0,831.0,1400.5,1419.0,2522.0,725.7,0,0,0,0.0,0.0,-0.08352
