period,ts_start,ts_end,n_total,n_clean,mean_dur_raw,median_dur_raw,p05_raw,p95_raw,iqr_raw,mean_dur_clean,median_dur_clean,p95_clean,std_dur_clean,n_suspicious,n_negative,n_zero,suspicious_rate,negative_rate,cohen_d_clean
2024-Q1,2024-01-01,2024-04-01,4111394,4111394,1438.1,1460.0,115.0,2574.0,837.0,1438.1,1460.0,2574.0,731.9,0,0,0,0.0,0.0,-0.034773
