period,ts_start,ts_end,n_total,n_clean,mean_dur_raw,median_dur_raw,p05_raw,p95_raw,iqr_raw,mean_dur_clean,median_dur_clean,p95_clean,std_dur_clean,n_suspicious,n_negative,n_zero,suspicious_rate,negative_rate,cohen_d_clean
2023-Q2,2023-04-01,2023-07-01,3867538,3867518,1457.7,1470.0,171.0,2588.0,841.0,1456.8,1470.0,2588.0,770.8,20,0,0,5.17e-06,0.0,-0.010427
